book_id,neighbor_id,similarity
8188,8923,0.106
8188,5084,0.105
8188,4983,0.1029
8188,2559,0.1009
8188,5437,0.096
8189,7812,0.0622
8189,4429,0.0552
8189,476,0.0552
8189,178,0.0551
8189,658,0.0543
8189,1681,0.0538
8189,121,0.0538
8189,1999,0.0532
8189,2875,0.0514
8189,3090,0.05
8190,645,0.1773
8190,9855,0.0904
8190,340,0.068
8190,5465,0.0654
8190,224,0.0641
8190,202,0.0614
8190,254,0.0609
8190,1177,0.0602
8190,5943,0.0599
8190,667,0.0597
8191,6570,0.3854
8191,3225,0.3232
8191,1116,0.2543
8191,1085,0.2436
8191,1189,0.2281
8191,1443,0.2278
8191,4809,0.1979
8191,2749,0.1945
8191,1125,0.1936
8191,1793,0.1927
8192,5311,0.4213
8192,6097,0.4177
8192,2123,0.326
8192,1258,0.3093
8192,2741,0.306
8192,1662,0.2948
8192,8857,0.2827
8192,7103,0.2801
8192,1938,0.2603
8192,2620,0.257
8193,678,0.1126
8193,262,0.1024
8193,668,0.0963
8193,1866,0.0959
8193,7545,0.093
8193,320,0.09
8193,235,0.09
8193,143,0.089
8193,61,0.0882
8193,318,0.0876
8194,9334,0.9072
8194,9498,0.8659
8194,6076,0.8443
8194,7070,0.5412
8194,7278,0.5307
8194,4798,0.4906
8194,9727,0.161
8194,9254,0.1555
8194,2413,0.154
8194,6179,0.1478
8195,3442,0.0664
8195,7774,0.0617
8195,3149,0.0603
8195,9246,0.0581
8195,40,0.0563
8195,2063,0.0515
8195,973,0.0513
8195,920,0.0507
8195,9625,0.0476
8195,550,0.0449
8196,586,0.155
8196,1944,0.1166
8196,4580,0.1116
8196,875,0.0963
8196,3160,0.0934
8196,2577,0.088
8196,3626,0.0868
8196,2077,0.085
8196,1850,0.0819
8196,254,0.0804
8197,1398,0.1858
8197,781,0.1855
8197,519,0.1813
8197,187,0.1389
8197,6733,0.1346
8197,5810,0.093
8197,8637,0.0918
8197,486,0.0871
8197,9924,0.082
8197,1059,0.081
8198,4420,0.5666
8198,8422,0.3456
8198,5969,0.3025
8198,5080,0.2819
8198,7733,0.1787
8198,8898,0.1653
8198,2113,0.1461
8198,5459,0.1295
8198,2401,0.1249
8198,3461,0.1198
8199,9628,0.4395
8199,6069,0.4356
8199,7889,0.399
8199,2827,0.3962
8199,6975,0.3757
8199,3841,0.3754
8199,6533,0.3739
8199,3533,0.3543
8199,6276,0.3362
8199,9866,0.2817
8200,6993,0.1807
8200,3447,0.1601
8200,2672,0.1317
8200,3180,0.1299
8200,8842,0.0953
8200,837,0.0752
8200,1297,0.0728
8200,827,0.0726
8200,8119,0.0677
8200,5105,0.063
8201,5745,0.5197
8201,4389,0.4577
8201,4035,0.4233
8201,2753,0.415
8201,7385,0.3004
8201,2744,0.2637
8201,7060,0.1794
8201,6305,0.1751
8201,913,0.1529
8201,4735,0.1513
8202,6027,0.6446
8202,6217,0.3743
8202,835,0.3378
8202,3266,0.2854
8202,3110,0.2241
8202,9806,0.202
8202,720,0.1998
8202,9798,0.1975
8202,1321,0.1946
8202,5523,0.1944
8203,6122,0.8034
8203,8054,0.7875
8203,5029,0.7563
8203,2812,0.5805
8203,849,0.3858
8203,4345,0.1266
8203,3452,0.1242
8203,3583,0.1218
8203,9742,0.1173
8203,5402,0.1133
8204,8603,0.1753
8204,3107,0.1664
8204,8952,0.1411
8204,4637,0.1401
8204,1209,0.1235
8204,2153,0.122
8204,796,0.1207
8204,7322,0.1163
8204,1702,0.1158
8204,4416,0.1154
8205,4752,0.2641
8205,7196,0.2414
8205,3855,0.2404
8205,5635,0.2393
8205,5111,0.2377
8205,6900,0.2374
8205,5131,0.2358
8205,4918,0.2193
8205,9889,0.2135
8205,9816,0.2132
8206,6721,0.792
8206,4343,0.6231
8206,2077,0.469
8206,2577,0.103
8206,1944,0.0933
8206,9355,0.082
8206,7023,0.0775
8206,1971,0.076
8206,4076,0.0729
8206,9341,0.0722
8207,4870,0.3415
8207,3212,0.3117
8207,2499,0.246
8207,1771,0.2159
8207,3346,0.1372
8207,8226,0.13
8207,4219,0.1214
8207,451,0.1092
8207,471,0.1076
8207,1114,0.1058
8208,5744,0.7678
8208,3875,0.661
8208,4340,0.6596
8208,3522,0.5429
8208,3496,0.1907
8208,2275,0.189
8208,4816,0.183
8208,2287,0.1818
8208,9135,0.1771
8208,1818,0.1689
8209,7823,0.4611
8209,8748,0.2836
8209,5990,0.2738
8209,3093,0.2311
8209,2033,0.2293
8209,2292,0.2181
8209,4264,0.1971
8209,7114,0.1868
8209,1475,0.18
8209,7242,0.1797
8210,7408,0.154
8210,7204,0.1449
8210,3398,0.1306
8210,9800,0.1217
8210,3402,0.1035
8210,1996,0.1023
8210,6092,0.0958
8210,5351,0.0928
8210,7928,0.0888
8210,6732,0.0887
8211,6109,0.7195
8211,1735,0.4815
8211,5445,0.3539
8211,2069,0.3007
8211,6121,0.2958
8211,5517,0.2958
8211,4218,0.2859
8211,8148,0.2275
8211,5372,0.2167
8211,2075,0.2135
8212,9857,0.3199
8212,4221,0.2794
8212,1250,0.2462
8212,284,0.1591
8212,2328,0.1444
8212,1571,0.1235
8212,1329,0.1069
8212,4672,0.0874
8212,350,0.0801
8212,2344,0.0772
8213,2625,0.337
8213,608,0.1428
8213,626,0.1289
8213,863,0.1101
8213,1211,0.1017
8213,1274,0.0956
8213,1721,0.0944
8213,876,0.0939
8213,3531,0.0935
8213,454,0.0925
8214,3995,0.5263
8214,3942,0.5239
8214,2504,0.4091
8214,2426,0.2344
8214,6568,0.2066
8214,9290,0.1864
8214,568,0.174
8214,532,0.1604
8214,2760,0.1594
8214,365,0.1414
8215,7619,0.494
8215,9494,0.4815
8215,8868,0.4746
8215,7748,0.4619
8215,7635,0.4556
8215,9116,0.4425
8215,6512,0.4352
8215,4728,0.4301
8215,5041,0.4287
8215,7208,0.4089
8216,3108,0.4961
8216,3876,0.485
8216,3680,0.4818
8216,4797,0.4748
8216,2745,0.4652
8216,4127,0.4614
8216,5007,0.4443
8216,2074,0.4378
8216,5282,0.4367
8216,2150,0.4224
8217,1625,0.2936
8217,1697,0.2559
8217,3582,0.2555
8217,6469,0.2412
8217,2765,0.231
8217,4090,0.23
8217,3689,0.2229
8217,1721,0.209
8217,2557,0.2017
8217,7182,0.1928
8218,7468,0.1895
8218,2597,0.178
8218,1383,0.1565
8218,6716,0.123
8218,4658,0.105
8218,7276,0.0925
8218,2215,0.0875
8218,7526,0.0807
8218,4236,0.0803
8218,77,0.0802
8219,5153,0.5625
8219,1285,0.3382
8219,9955,0.2964
8219,3263,0.1664
8219,7743,0.1477
8219,517,0.1436
8219,1906,0.1426
8219,8657,0.1373
8219,2356,0.1337
8219,7190,0.1317
8220,3488,0.3698
8220,3142,0.3532
8220,5180,0.1584
8220,2790,0.1539
8220,3421,0.1464
8220,2174,0.1438
8220,7264,0.1391
8220,870,0.1131
8220,8174,0.1115
8220,6471,0.1115
8221,6736,0.213
8221,4822,0.1721
8221,1329,0.163
8221,4301,0.159
8221,9620,0.1515
8221,2466,0.1331
8221,6298,0.1317
8221,1492,0.1301
8221,3381,0.1271
8221,5716,0.1269
8222,7411,0.8261
8222,2977,0.5324
8222,2640,0.4984
8222,1862,0.428
8222,9814,0.3958
8222,8783,0.3422
8222,8636,0.3321
8222,9429,0.3025
8222,7864,0.2879
8222,6431,0.1512
8223,6120,0.5844
8223,2520,0.493
8223,1703,0.1365
8223,1915,0.1338
8223,1270,0.1226
8223,1082,0.1202
8223,8056,0.1192
8223,1282,0.1181
8223,1500,0.1082
8223,380,0.1069
8224,2486,0.1162
8224,2700,0.1067
8224,7261,0.1024
8224,2848,0.0981
8224,3961,0.0976
8224,551,0.0944
8224,4354,0.0937
8224,1385,0.0917
8224,1212,0.0908
8224,4873,0.0905
8225,7880,0.8921
8225,7759,0.8545
8225,6201,0.7732
8225,5402,0.7302
8225,4345,0.6925
8225,4669,0.6682
8225,3583,0.6203
8225,3452,0.6085
8225,7295,0.3709
8225,500,0.2969
8226,1088,0.1718
8226,4870,0.1685
8226,5915,0.1592
8226,2600,0.1554
8226,4582,0.1534
8226,8564,0.1418
8226,8207,0.13
8226,2952,0.13
8226,4219,0.129
8226,2197,0.1283
8227,7699,0.3127
8227,7867,0.2995
8227,7751,0.242
8227,7678,0.2209
8227,2046,0.2104
8227,4547,0.2046
8227,3401,0.1803
8227,2583,0.1733
8227,6137,0.1691
8227,3993,0.1594
8228,5910,0.3622
8228,8983,0.2954
8228,3042,0.1806
8228,4089,0.1532
8228,8536,0.1523
8228,2378,0.1515
8228,7665,0.1488
8228,6757,0.1337
8228,692,0.1293
8228,9827,0.1239
8229,2115,0.157
8229,8323,0.0962
8229,6564,0.0798
8229,4731,0.076
8229,6317,0.074
8229,4096,0.0739
8229,985,0.0703
8229,2349,0.0648
8229,4162,0.0638
8229,7738,0.0638
8230,9715,0.1822
8230,414,0.1286
8230,143,0.0862
8230,112,0.0855
8230,146,0.0845
8230,697,0.0841
8230,190,0.0838
8230,567,0.0835
8230,993,0.083
8230,262,0.0828
8231,875,0.2054
8231,9056,0.1714
8231,880,0.1661
8231,2488,0.1605
8231,756,0.148
8231,4223,0.148
8231,2201,0.1449
8231,1608,0.1441
8231,4076,0.1435
8231,5815,0.1412
8232,6984,0.2134
8232,3476,0.12
8232,1154,0.0806
8232,1349,0.0765
8232,3123,0.071
8232,2362,0.0638
8232,1683,0.0631
8232,4620,0.0568
8232,969,0.0556
8232,1392,0.052
8233,7701,0.1636
8233,8532,0.1279
8233,4672,0.1149
8233,9191,0.1107
8233,3954,0.101
8233,2177,0.1
8233,3124,0.0959
8233,4711,0.0959
8233,5983,0.0953
8233,2709,0.0923
8234,6976,0.2927
8234,3827,0.2925
8234,2922,0.2499
8234,5679,0.2126
8234,3897,0.1849
8234,6890,0.1781
8234,735,0.1701
8234,4951,0.166
8234,4855,0.154
8234,1623,0.153
8235,7478,0.1325
8235,5215,0.1195
8235,2621,0.119
8235,4660,0.1174
8235,7059,0.0865
8235,1859,0.072
8235,7564,0.0714
8235,190,0.0654
8235,924,0.0558
8235,697,0.0524
8236,8134,0.8118
8236,4730,0.6666
8236,2901,0.5396
8236,652,0.1637
8236,724,0.161
8236,624,0.158
8236,631,0.1564
8236,9201,0.1564
8236,558,0.1548
8236,563,0.1533
8237,6854,0.6081
8237,9312,0.5621
8237,7243,0.5385
8237,7122,0.4168
8237,5920,0.3182
8237,4703,0.3135
8237,5337,0.3068
8237,6686,0.3058
8237,4700,0.3005
8237,4627,0.2892
8238,6884,0.1332
8238,765,0.1048
8238,7239,0.072
8238,4725,0.066
8238,2831,0.0629
8238,9004,0.0575
8238,3104,0.0571
8238,690,0.0571
8238,659,0.0569
8238,7264,0.0565
8239,1079,0.1119
8239,9236,0.0949
8239,3493,0.0819
8239,3669,0.0805
8239,6894,0.0757
8239,9826,0.0707
8239,4462,0.0701
8239,2439,0.0686
8239,4501,0.0664
8239,9865,0.0657
8240,5749,0.7988
8240,5547,0.7863
8240,6513,0.7709
8240,4801,0.7425
8240,7700,0.7262
8240,9414,0.67
8240,3839,0.6515
8240,9733,0.6445
8240,3001,0.557
8240,1483,0.262
8241,8557,0.7642
8241,7116,0.7591
8241,8287,0.7586
8241,8173,0.7581
8241,9994,0.7411
8241,3316,0.5352
8241,2733,0.1503
8241,5962,0.1267
8241,6749,0.1237
8241,3910,0.1064
8242,3499,0.3275
8242,5268,0.2919
8242,6586,0.2321
8242,406,0.2086
8242,4186,0.2027
8242,5413,0.1884
8242,4785,0.182
8242,5212,0.1609
8242,5208,0.1301
8242,3041,0.1272
8243,9213,0.7501
8243,8074,0.719
8243,7660,0.6929
8243,8982,0.6889
8243,6411,0.6849
8243,4874,0.6343
8243,5993,0.6233
8243,5398,0.5807
8243,1077,0.3891
8243,4494,0.2081
8244,9382,0.7723
8244,8450,0.7444
8244,6967,0.6751
8244,3105,0.2086
8244,2971,0.2036
8244,2998,0.2023
8244,1273,0.1931
8244,980,0.1868
8244,1636,0.1833
8244,3463,0.1831
8245,2203,0.3388
8245,8963,0.2952
8245,2223,0.292
8245,2670,0.2833
8245,6668,0.2698
8245,4657,0.2627
8245,2066,0.2537
8245,8849,0.253
8245,5756,0.2527
8245,989,0.2481
8246,913,0.2185
8246,7860,0.2011
8246,1013,0.1792
8246,8877,0.1602
8246,6305,0.1568
8246,3159,0.1526
8246,8533,0.1325
8246,3046,0.1298
8246,4169,0.1292
8246,2459,0.1219
8247,2033,0.4364
8247,1647,0.4027
8247,2588,0.3922
8247,6198,0.3832
8247,4376,0.3806
8247,3538,0.3717
8247,5046,0.3712
8247,7294,0.3692
8247,1372,0.3576
8247,8441,0.3525
8248,4954,0.1326
8248,8720,0.1125
8248,4267,0.1057
8248,4648,0.1055
8248,9989,0.1013
8248,5856,0.1
8248,8622,0.0993
8248,9332,0.0972
8248,7134,0.0937
8248,4409,0.0898
8249,4336,0.1059
8249,1135,0.0871
8249,2698,0.0779
8249,1121,0.0775
8249,959,0.0748
8249,2584,0.0726
8249,1312,0.0715
8249,520,0.071
8249,5358,0.07
8249,1797,0.0695
8250,7088,0.7183
8250,6336,0.6368
8250,5905,0.6219
8250,5826,0.6092
8250,5263,0.5646
8250,4253,0.5114
8250,4027,0.4912
8250,3197,0.4508
8250,7995,0.2629
8250,501,0.2115
8251,8354,0.9298
8251,5963,0.9034
8251,6346,0.8988
8251,4952,0.8378
8251,6197,0.8278
8251,9870,0.8247
8251,4773,0.8079
8251,7846,0.8007
8251,4550,0.7992
8251,4593,0.783
8252,4241,0.2245
8252,9067,0.2157
8252,8852,0.1952
8252,4008,0.1747
8252,1776,0.168
8252,6930,0.1655
8252,4224,0.1583
8252,5021,0.1543
8252,3384,0.153
8252,4365,0.1528
8253,8555,0.3456
8253,9664,0.3162
8253,6341,0.2462
8253,780,0.0845
8253,1788,0.0809
8253,3628,0.0651
8253,6867,0.0647
8253,1010,0.0584
8253,5580,0.0573
8253,446,0.053
8254,7525,0.5896
8254,7065,0.549
8254,8994,0.5201
8254,7289,0.5035
8254,5829,0.4435
8254,6148,0.4433
8254,5836,0.4324
8254,7296,0.4323
8254,5299,0.4214
8254,4630,0.4157
8255,5161,0.1283
8255,1198,0.1206
8255,3481,0.115
8255,1212,0.0959
8255,1688,0.0938
8255,9072,0.0933
8255,8722,0.0911
8255,9276,0.0888
8255,1220,0.0883
8255,4873,0.0835
8256,8694,0.9004
8256,9892,0.8609
8256,8542,0.8604
8256,6763,0.8384
8256,7633,0.8383
8256,7996,0.8371
8256,7911,0.8299
8256,8008,0.8179
8256,9747,0.8149
8256,6325,0.8104
8257,3596,0.4249
8257,7753,0.2811
8257,6297,0.2638
8257,6618,0.2469
8257,3922,0.2393
8257,4575,0.232
8257,8669,0.2305
8257,7417,0.2259
8257,7853,0.209
8257,1836,0.2065
8258,7474,0.4195
8258,5654,0.3642
8258,5408,0.3252
8258,4546,0.3161
8258,5117,0.299
8258,6151,0.2809
8258,4380,0.2777
8258,5548,0.2715
8258,7487,0.2699
8258,5771,0.2627
8259,8052,0.4013
8259,524,0.2266
8259,7861,0.2097
8259,776,0.1768
8259,5275,0.1743
8259,5053,0.1605
8259,1756,0.1473
8259,4186,0.1441
8259,3520,0.1369
8259,2308,0.1358
8260,7335,0.4158
8260,5816,0.3754
8260,7720,0.3008
8260,3376,0.2843
8260,1775,0.2359
8260,7340,0.2297
8260,9156,0.2274
8260,6404,0.2178
8260,6850,0.2029
8260,7928,0.2014
8261,3021,0.0754
8261,291,0.0741
8261,273,0.0732
8261,825,0.0701
8261,7458,0.0698
8261,231,0.0697
8261,1216,0.0677
8261,67,0.0667
8261,359,0.0657
8261,1051,0.0654
8262,3460,0.1565
8262,6595,0.1428
8262,1497,0.1111
8262,9849,0.0971
8262,7503,0.0937
8262,826,0.086
8262,4832,0.0843
8262,5301,0.0837
8262,1253,0.078
8262,4844,0.0777
8263,4676,0.5251
8263,3538,0.4729
8263,1787,0.4687
8263,1372,0.457
8263,1647,0.4502
8263,4235,0.4469
8263,8447,0.4041
8263,7790,0.3777
8263,3288,0.3534
8263,9445,0.3512
8264,7830,0.7276
8264,9655,0.7139
8264,5010,0.6772
8264,5764,0.6677
8264,8026,0.6575
8264,6589,0.6526
8264,5201,0.6497
8264,8131,0.6399
8264,7351,0.6074
8264,5443,0.6034
8265,4386,0.2824
8265,2116,0.2604
8265,3241,0.2576
8265,1668,0.2322
8265,7773,0.2295
8265,3770,0.1977
8265,5442,0.1973
8265,7632,0.1908
8265,1308,0.1907
8265,9644,0.1832
8266,1387,0.4882
8266,3226,0.4406
8266,5759,0.2993
8266,9011,0.2922
8266,3083,0.2599
8266,3486,0.2599
8266,4088,0.2537
8266,7797,0.2159
8266,2394,0.203
8266,6658,0.195
8267,8702,0.8047
8267,9593,0.7659
8267,9015,0.7525
8267,8408,0.7365
8267,7983,0.7363
8267,6874,0.7191
8267,3437,0.5596
8267,8402,0.3875
8267,6950,0.3703
8267,4479,0.3607
8268,2161,0.3505
8268,3655,0.2668
8268,2112,0.2659
8268,1720,0.249
8268,827,0.2163
8268,2104,0.1979
8268,4480,0.185
8268,3045,0.1798
8268,1453,0.1776
8268,1004,0.1715
8269,9363,0.4411
8269,4820,0.4263
8269,2701,0.3328
8269,7260,0.3279
8269,4989,0.2984
8269,7214,0.2549
8269,6665,0.2462
8269,1217,0.2461
8269,3128,0.2396
8269,8096,0.237
8270,2420,0.3343
8270,4449,0.2413
8270,9093,0.2388
8270,9740,0.2206
8270,428,0.1678
8270,909,0.1632
8270,1359,0.1529
8270,294,0.1515
8270,214,0.1507
8270,370,0.1476
8271,1474,0.0884
8271,1816,0.0762
8271,7573,0.0712
8271,850,0.0654
8271,2218,0.0653
8271,277,0.0638
8271,458,0.0614
8271,4321,0.0587
8271,1982,0.0584
8271,9668,0.0573
8272,3230,0.2289
8272,4229,0.2222
8272,466,0.1792
8272,9055,0.163
8272,9821,0.0968
8272,2655,0.0866
8272,19,0.079
8272,4410,0.0774
8272,7,0.0671
8272,37,0.0571
8273,2359,0.1318
8273,1012,0.1294
8273,6883,0.1284
8273,1361,0.1252
8273,613,0.1068
8273,1699,0.1044
8273,5479,0.1027
8273,7102,0.0965
8273,2476,0.0948
8273,6328,0.0927
8274,7702,0.162
8274,8137,0.1466
8274,1568,0.1392
8274,8959,0.1355
8274,1308,0.1307
8274,8145,0.1224
8274,8892,0.1223
8274,4109,0.1211
8274,6145,0.1201
8274,3855,0.118
8275,9103,0.8384
8275,4190,0.6272
8275,4608,0.4039
8275,4101,0.4017
8275,3182,0.3951
8275,4459,0.389
8275,7238,0.3772
8275,8491,0.3427
8275,1801,0.3358
8275,3137,0.3293
8276,782,0.0755
8276,6456,0.0738
8276,7562,0.0723
8276,1785,0.0688
8276,6998,0.0674
8276,7210,0.0629
8276,138,0.0608
8276,7620,0.0607
8276,3676,0.0597
8276,1783,0.0595
8277,414,0.0851
8277,737,0.0797
8277,1316,0.0783
8277,81,0.0769
8277,291,0.0755
8277,67,0.0711
8277,1252,0.0698
8277,1661,0.0696
8277,1909,0.0687
8277,930,0.0687
8278,4589,0.0764
8278,8803,0.0703
8278,1712,0.0671
8278,2268,0.0669
8278,8673,0.0666
8278,9510,0.0657
8278,9329,0.0586
8278,4595,0.054
8278,7978,0.0539
8278,4295,0.0537
8279,4907,0.1585
8279,7363,0.1581
8279,5452,0.1397
8279,5552,0.1121
8279,2495,0.1095
8279,4256,0.1022
8279,2961,0.093
8279,5440,0.0901
8279,9307,0.0899
8279,1324,0.0867
8280,6802,0.564
8280,7109,0.5555
8280,8387,0.5534
8280,8556,0.5501
8280,5624,0.5319
8280,6516,0.4893
8280,8997,0.4695
8280,2211,0.3649
8280,9637,0.2109
8280,3380,0.1599
8281,9764,0.4271
8281,6668,0.3974
8281,3779,0.3904
8281,2203,0.3114
8281,9810,0.288
8281,9333,0.2829
8281,989,0.245
8281,3925,0.2313
8281,8631,0.2108
8281,2789,0.1839
8282,3334,0.2085
8282,6381,0.1938
8282,2037,0.1715
8282,6737,0.1703
8282,1076,0.1597
8282,1499,0.158
8282,1688,0.1459
8282,5519,0.1401
8282,1028,0.1312
8282,1538,0.1294
8283,7380,0.7166
8283,9804,0.6751
8283,7439,0.6686
8283,4113,0.5736
8283,9717,0.2432
8283,2018,0.0858
8283,816,0.0798
8283,1758,0.071
8283,3070,0.0677
8283,9574,0.0626
8284,7492,0.4102
8284,7761,0.3978
8284,7571,0.3589
8284,9227,0.3456
8284,5619,0.3072
8284,7821,0.263
8284,4884,0.2515
8284,9507,0.2297
8284,3553,0.179
8284,6843,0.1738
8285,7405,0.3398
8285,4951,0.2201
8285,5679,0.2034
8285,6630,0.2016
8285,3897,0.1911
8285,7608,0.1866
8285,9203,0.172
8285,3827,0.1714
8285,2526,0.1711
8285,4855,0.1693
8286,7518,0.1376
8286,8571,0.1285
8286,5657,0.119
8286,7860,0.1172
8286,2459,0.1088
8286,4394,0.1058
8286,2020,0.0998
8286,574,0.0941
8286,5841,0.0835
8286,3046,0.0793
8287,8557,0.7745
8287,8173,0.7688
8287,8241,0.7586
8287,9994,0.7568
8287,7116,0.7042
8287,3316,0.5256
8287,5962,0.1705
8287,2733,0.1351
8287,6749,0.1246
8287,1968,0.0966
8288,9031,0.6518
8288,9845,0.3809
8288,8125,0.1966
8288,8351,0.1752
8288,3887,0.1464
8288,9377,0.1355
8288,7167,0.1305
8288,6766,0.1299
8288,3153,0.1287
8288,5886,0.1256
8289,7370,0.1571
8289,2053,0.1395
8289,9689,0.1294
8289,3523,0.1224
8289,4810,0.1188
8289,6877,0.1165
8289,7734,0.1133
8289,7290,0.1076
8289,6045,0.1069
8289,3763,0.1009
8290,7000,0.1337
8290,5373,0.0954
8290,221,0.0864
8290,2292,0.0807
8290,8616,0.079
8290,8748,0.074
8290,4171,0.073
8290,8634,0.0658
8290,5990,0.0651
8290,9929,0.063
8291,6431,0.8925
8291,9571,0.8626
8291,8670,0.3084
8291,2977,0.1872
8291,7411,0.1544
8291,8636,0.1524
8291,8222,0.1508
8291,1862,0.1505
8291,2640,0.1492
8291,9814,0.1101
8292,9423,0.2499
8292,9446,0.2415
8292,634,0.1264
8292,6718,0.1099
8292,6072,0.1014
8292,4818,0.0918
8292,509,0.0817
8292,308,0.0805
8292,761,0.0784
8292,411,0.0762
8293,2178,0.2745
8293,5635,0.2505
8293,4082,0.2453
8293,4102,0.2243
8293,8392,0.2027
8293,7815,0.2022
8293,4918,0.1975
8293,6904,0.1939
8293,6897,0.1833
8293,5178,0.1794
8294,9538,0.4734
8294,3013,0.3081
8294,6152,0.3066
8294,1816,0.2848
8294,2189,0.2802
8294,5838,0.2757
8294,910,0.2449
8294,6814,0.2292
8294,2904,0.2237
8294,7378,0.1528
8295,3511,0.3723
8295,5198,0.3347
8295,4606,0.2743
8295,4108,0.247
8295,669,0.2092
8295,5774,0.1584
8295,6604,0.1573
8295,925,0.156
8295,5045,0.1392
8295,4502,0.1184
8296,7727,0.1704
8296,1384,0.167
8296,5387,0.1656
8296,9688,0.1493
8296,3480,0.1467
8296,3707,0.1372
8296,4850,0.1337
8296,5637,0.1193
8296,4050,0.109
8296,2912,0.1079
8297,9705,0.112
8297,6584,0.0795
8297,7803,0.0758
8297,4300,0.0695
8297,1947,0.0694
8297,4086,0.0691
8297,8825,0.065
8297,6473,0.0643
8297,8453,0.0643
8297,3012,0.0617
8298,7284,0.1996
8298,5636,0.154
8298,8100,0.1373
8298,2092,0.1303
8298,3919,0.1296
8298,6674,0.1279
8298,1789,0.125
8298,8875,0.1225
8298,6034,0.1066
8298,9813,0.1058
8299,7219,0.6086
8299,3690,0.4397
8299,2641,0.4056
8299,2768,0.36
8299,2121,0.3528
8299,2525,0.3514
8299,3144,0.3394
8299,2522,0.3376
8299,1876,0.3306
8299,2429,0.3266
8300,318,0.1087
8300,267,0.0977
8300,4499,0.0933
8300,6793,0.0931
8300,459,0.09
8300,437,0.0899
8300,7215,0.0872
8300,1794,0.0866
8300,1482,0.086
8300,1699,0.0852
8301,8579,0.7006
8301,8615,0.6675
8301,8785,0.6343
8301,9676,0.6188
8301,9747,0.6183
8301,7328,0.6167
8301,9892,0.6053
8301,6129,0.5942
8301,7132,0.575
8301,8256,0.5683
8302,9526,0.8365
8302,9575,0.826
8302,7614,0.8113
8302,6013,0.7495
8302,3644,0.6107
8302,5428,0.2295
8302,8135,0.2269
8302,9581,0.1956
8302,9560,0.1762
8302,2189,0.1202
8303,8940,0.0829
8303,5280,0.0791
8303,1141,0.0737
8303,3785,0.0665
8303,7540,0.0656
8303,775,0.0641
8303,9208,0.0623
8303,3733,0.059
8303,3986,0.0581
8303,3320,0.0567
8304,7698,0.4284
8304,7610,0.3802
8304,9369,0.3742
8304,4839,0.2776
8304,7659,0.2538
8304,7959,0.2471
8304,7566,0.2371
8304,6293,0.2027
8304,7721,0.1803
8304,2046,0.1637
8305,5911,0.4138
8305,7462,0.3697
8305,5150,0.3673
8305,6844,0.3526
8305,7449,0.3391
8305,2337,0.3209
8305,9905,0.2914
8305,8588,0.1847
8305,4711,0.0973
8305,1703,0.0943
8306,5254,0.0852
8306,295,0.0782
8306,4623,0.0539
8306,3489,0.0526
8306,982,0.0523
8306,4385,0.0481
8306,141,0.0462
8306,458,0.0443
8306,140,0.043
8306,1474,0.0429
8307,4300,0.1394
8307,6432,0.1293
8307,2717,0.1209
8307,8118,0.1134
8307,2332,0.1121
8307,1947,0.1048
8307,2771,0.1045
8307,3012,0.1022
8307,4787,0.0986
8307,3130,0.0967
8308,2492,0.4096
8308,4163,0.3303
8308,4890,0.2963
8308,5682,0.2573
8308,9231,0.2025
8308,8310,0.198
8308,1721,0.1948
8308,5643,0.1875
8308,4945,0.1853
8308,9134,0.1601
8309,2240,0.1223
8309,9018,0.1221
8309,7386,0.1161
8309,8696,0.116
8309,715,0.0931
8309,6018,0.0914
8309,3364,0.0912
8309,1186,0.0904
8309,3872,0.088
8309,3916,0.0861
8310,4163,0.3018
8310,6978,0.2859
8310,2492,0.274
8310,5682,0.2679
8310,9231,0.2431
8310,5643,0.2338
8310,4890,0.2216
8310,8308,0.198
8310,9134,0.1972
8310,4945,0.1951
8311,1028,0.143
8311,267,0.1404
8311,3962,0.1277
8311,7914,0.1258
8311,7215,0.1245
8311,6793,0.1241
8311,1076,0.1241
8311,1482,0.1223
8311,5519,0.121
8311,1499,0.1207
8312,3061,0.3372
8312,6575,0.319
8312,2794,0.3017
8312,1106,0.2705
8312,8859,0.2571
8312,2781,0.2545
8312,2957,0.2413
8312,493,0.209
8312,2860,0.1862
8312,362,0.1788
8313,7111,0.2015
8313,3059,0.1435
8313,3235,0.1293
8313,1621,0.1265
8313,9375,0.1258
8313,9765,0.1218
8313,9292,0.1186
8313,1926,0.1175
8313,2444,0.1035
8313,6060,0.1007
8314,926,0.1265
8314,811,0.1154
8314,1345,0.1136
8314,4900,0.11
8314,8900,0.1094
8314,1306,0.1093
8314,1551,0.1038
8314,2530,0.1035
8314,5196,0.1019
8314,2216,0.0972
8315,2634,0.1431
8315,4808,0.1156
8315,6538,0.1144
8315,6432,0.0833
8315,4736,0.0833
8315,2717,0.0759
8315,8835,0.0756
8315,4787,0.0697
8315,6473,0.069
8315,2243,0.0681
8316,7538,0.5665
8316,5961,0.514
8316,6876,0.4472
8316,4222,0.2967
8316,3023,0.08
8316,769,0.0668
8316,1085,0.06
8316,672,0.0561
8316,2827,0.056
8316,6867,0.055
8317,4891,0.589
8317,4941,0.5795
8317,4215,0.5585
8317,2947,0.5161
8317,2239,0.4944
8317,1396,0.407
8317,8388,0.2304
8317,6598,0.2062
8317,5329,0.2037
8317,7274,0.2015
8318,1832,0.4042
8318,5819,0.1231
8318,1328,0.0613
8318,140,0.0559
