book_id,title,authors,average_rating,v,weighted
6953,"Avatar: The Last Airbender (The Rift, #1)","Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",4.33,67,3.9377994712920765
6954,Independence Day,Richard Ford,3.86,218,3.904467768392053
6955,"The Last Patriot (Scot Harvath, #7)",Brad Thor,4.16,155,3.9299163338145786
6956,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,3.71,192,3.8348883484242564
6957,Bridge to Haven,Francine Rivers,4.07,92,3.924874071007315
6958,The Engagements,J. Courtney Sullivan,3.59,226,3.860212814152462
6959,"Runaway Ralph (Ralph S. Mouse, #2)",Beverly Cleary,3.95,269,3.8954097016094718
6960,"Creed (Unfinished Hero, #2)",Kristen Ashley,4.17,208,3.930430944711235
6961,Blink,Ted Dekker,4.17,136,3.9243464867755127
6962,"The Black Widow (Gabriel Allon, #16)",Daniel Silva,4.34,135,3.956220847367602
6963,Believing Christ: The Parable of the Bicycle and Other Good News,Stephen E. Robinson,4.51,153,3.981562499469442
6964,Wake (Watersong #1),Amanda Hocking,3.7,151,3.8703652674398015
6965,A Dark Lure,Loreth Anne White,4.14,104,3.916232407181038
6966,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,4.28,124,3.9351508706145877
6967,"Touch the Dark (Cassandra Palmer, #1)",Karen Chance,3.7,250,3.8842321754475337
6968,Carrion Comfort,Dan Simmons,3.89,179,3.900255484839702
6969,"The Mind Readers (Mind Readers, #1)",Lori Brighton,3.76,110,3.8708961331028497
6970,"The Highlander's Touch (Highlander, #3)",Karen Marie Moning,4.15,196,3.9436294997766526
6971,The Smitten Kitchen Cookbook,Deb Perelman,4.14,124,3.952018155748376
6972,"The Cross of Lead (Crispin, #1)",Avi,3.59,194,3.867872575523981
6973,"Wielding a Red Sword (Incarnations of Immortality, #4)",Piers Anthony,3.93,235,3.888657726660501
6974,"Deep (Stage Dive, #4)",Kylie Scott,4.09,185,3.9168075005805374
6975,Honor Among Thieves,Jeffrey Archer,3.82,195,3.8825109289192232
6976,"Superman: Earth One, Volume 1","J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",3.9,108,3.9079541104887117
6977,The Mortal Instruments (The Mortal Instruments #1-4),Cassandra Clare,4.59,114,3.970190280879709
6978,Foxe's Book of Martyrs,"John Foxe, W. Grinton Berry",4.25,120,3.9418728605265
6979,"See Jane Score (Chinooks Hockey Team, #2)",Rachel Gibson,4.06,150,3.9221358193960816
6980,A Yellow Raft in Blue Water,Michael Dorris,3.84,266,3.893118495846372
6981,"Rosemary and Rue (October Daye, #1)",Seanan McGuire,3.74,199,3.8973517585315793
6982,"Another Fine Myth (Myth Adventures, #1)",Robert Lynn Asprin,4.03,202,3.9330227016874826
6983,"Forever Mine (The Moreno Brothers, #1)",Elizabeth Reyes,3.88,193,3.8867088622606913
6984,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Simon Kuper, Stefan Szymanski",3.91,101,3.8988662144248867
6985,"Sapphique (Incarceron, #2)",Catherine Fisher,3.7,208,3.88577200932263
6986,"Don't Die, My Love",Lurlene McDaniel,4.12,101,3.930084508345124
6987,Harvest,Tess Gerritsen,4.09,201,3.921390921988422
6988,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,Mark Bittman,4.08,130,3.9438428455640753
6989,A Little Something Different,Sandy   Hall,3.65,117,3.888551052603567
6990,This is the Story of a Happy Marriage,Ann Patchett,4.03,214,3.94650884353626
6991,Diary of a Wimpy Kid: #1-4,Jeff Kinney,4.45,57,3.944570662363701
6992,"Think of a Number (Dave Gurney, #1)",John Verdon,3.83,117,3.89703020160534
6993,Lullabies,Lang Leav,4.05,103,3.931751952421575
6994,Birthright,Nora Roberts,3.99,224,3.908436431348435
6995,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,James L. Ferrell,4.41,143,3.9647980658524955
6996,Cod: A Biography of the Fish that Changed the World,Mark Kurlansky,3.92,193,3.9143794367891993
6997,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,Brian Greene,4.05,124,3.9328507862781623
6998,The Feminine Mystique,"Betty Friedan, Anna Quindlen",3.85,244,3.916743158423511
6999,Brighton Rock,"Graham Greene, J.M. Coetzee",3.72,209,3.8728980641636848
7000,كخه يا بابا,عبدالله المغلوث,3.71,76,3.9056095522905414
7001,"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan","Greg Mortenson, Khaled Hosseini",3.86,174,3.8917649564665195
7002,A Mercy,Toni Morrison,3.65,190,3.877703627338982
7003,Zodiac,Neal Stephenson,3.7,198,3.866079431577021
7004,Departure,A.G. Riddle,3.79,120,3.888808183144357
7005,"Rock Chick Redemption (Rock Chick, #3)",Kristen Ashley,4.43,238,4.010165184053167
7006,"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,3.77,215,3.8978121411471416
7007,"Private #1 Suspect (Private, #2)","James Patterson, Maxine Paetro",3.95,216,3.896452968948369
7008,Pastoralia,George Saunders,4.11,153,3.9418115056945977
7009,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Meg Jay,4.11,97,3.9290826591580736
7010,"The Walking Dead, Vol. 07: The Calm Before","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.27,188,3.9718024413817195
7011,Curious George Rides a Bike,H.A. Rey,4.24,250,3.961139118046988
7012,Methuselah's Children,Robert A. Heinlein,3.98,203,3.916444213505825
7013,"Hana (Delirium, #1.5)",Lauren Oliver,3.63,187,3.858419718088647
7014,"Preacher, Volume 8: All Hell's a-Coming","Garth Ennis, Steve Dillon, John McCrea",4.33,205,3.9894732408450206
7015,"The Little Sisters of Eluria (The Dark Tower, #0.5)","Stephen King, Michael Whelan",4.24,214,3.963004576161951
7016,"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)","Stan Berenstain, Jan Berenstain",4.13,194,3.9573726846704558
7017,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",Robert Crais,4.2,171,3.949246858982171
7018,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,3.96,124,3.8991162160105857
7019,The Dot,Peter H. Reynolds,4.26,132,3.958406828120557
7020,"Forest Born (The Books of Bayern, #4)",Shannon Hale,4.01,218,3.9137647718963082
7021,The Damnation Game,Clive Barker,3.82,211,3.8874558186894324
7022,Ignorance,"Milan Kundera, Linda Asher",3.76,160,3.8928727005465995
7023,"Private (Private, #1)",Kate Brian,3.81,145,3.881096567224483
7024,استمتع بحياتك,محمد عبد الرحمن العريفي,4.21,66,3.9249115626595583
7025,Sisters,Danielle Steel,3.81,105,3.898402925809233
7026,The Difference Engine ,"William Gibson, Bruce Sterling",3.41,197,3.8442004505500673
7027,"Preacher, Volume 7: Salvation","Garth Ennis, Steve Dillon",4.3,199,3.969127296848117
7028,How Will You Measure Your Life?,"Clayton M. Christensen, James Allworth, Karen Dillon",4.06,131,3.9271084271658716
7029,I Want My Hat Back,Jon Klassen,4.39,174,3.9936626157739106
7030,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",R.A. Salvatore,4.15,180,3.935615144117185
7031,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,3.67,142,3.8687266736312544
7032,Bonjour tristesse,Françoise Sagan,3.62,132,3.893635053373929
7033,"Cometh the Hour (The Clifton Chronicles, #6)",Jeffrey Archer,4.13,136,3.919028550134929
7034,A Walk Across the Sun,Corban Addison,4.13,149,3.9408841349150734
7035,House of Suns,Alastair Reynolds,4.19,148,3.947615207816463
7036,"A Shadow of Light (A Shade of Vampire, #4)",Bella Forrest,4.1,136,3.912191203025608
7037,The Black Cat,Edgar Allan Poe,4.07,148,3.929547000333214
7038,Armor,John Steakley,4.12,182,3.9511247746770954
7039,The Brothers Lionheart,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",4.35,130,3.9697911016886267
7040,Don't Go,Lisa Scottoline,3.72,184,3.8683700656326376
7041,"Loyalty in Death (In Death, #9)","J.D. Robb, Susan Ericksen",4.3,244,3.97010270346318
7042,"Q is for Quarry (Kinsey Millhone, #17)",Sue Grafton,3.91,241,3.925010399312325
7043,نادي السيارات,"Alaa Al Aswany, علاء الأسواني",3.41,152,3.850196862975762
7044,The Ship of Brides,Jojo Moyes,3.74,230,3.872663462059567
7045,The Story of Tracy Beaker,"Jacqueline Wilson, Nick Sharratt",3.69,124,3.883015625655606
7046,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",Evan Wright,4.25,123,3.942006660433213
7047,The Servants of Twilight,"Leigh Nichols, Dean Koontz",3.81,256,3.87287981657217
7048,"Moscow Rules (Gabriel Allon, #8)",Daniel Silva,4.17,188,3.959378265396921
7049,Lab Girl,Hope Jahren,4.04,193,3.939865492275983
7050,"Playing with Fire (Skulduggery Pleasant, #2)",Derek Landy,4.31,141,3.9586901389106237
7051,"Forever with You (Fixed, #3)",Laurelin Paige,4.33,135,3.95470028171718
7052,The Saving Graces,Patricia Gaffney,3.78,215,3.9021122916524096
7053,Fade Away (Myron Bolitar #3),Harlan Coben,3.99,247,3.936535613075462
7054,"Sons of Destiny (Cirque Du Freak, #12)",Darren Shan,4.22,179,3.9370391234772364
7055,Amadeus,Peter Shaffer,4.2,225,3.97894917849755
7056,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,4.28,184,3.9306730781665378
7057,"Monument 14 (Monument 14, #1)",Emmy Laybourne,3.89,136,3.893198572166381
7058,"The Black Lyon (Montgomery/Taggert, #1)",Jude Deveraux,3.99,125,3.92907169274696
7059,Grace (Eventually): Thoughts on Faith,Anne Lamott,3.98,188,3.930144910138571
7060,Everyday Food: Great Food Fast,Martha Stewart,3.93,110,3.92049700111804
7061,"Beautiful Bombshell (Beautiful Bastard, #2.5)",Christina Lauren,4.06,168,3.9424588597067474
7062,"Slated (Slated, #1)",Teri Terry,4.07,132,3.926401951186929
7063,Bumi Manusia,Pramoedya Ananta Toer,4.37,116,3.9571220246413694
7064,"Dark Gold (Dark, #3)",Christine Feehan,4.16,153,3.931311243188035
7065,"206 Bones (Temperance Brennan, #12)",Kathy Reichs,3.92,189,3.917780822714239
7066,A Gate at the Stairs,Lorrie Moore,3.14,223,3.809318948580209
7067,"Hostile Witness (Witness Series, #1)",Rebecca Forster,3.72,98,3.8829830873367808
7068,Martin Eden,"Jack London, Andrew Sinclair",4.39,121,3.9526760013391278
7069,"Wieża Jaskółki (Saga o Wiedźminie, #6)",Andrzej Sapkowski,4.34,119,3.9425977684465536
7070,"Genghis: Lords of the Bow (Conqueror, #2)",Conn Iggulden,4.31,145,3.945987535307181
7071,A Death in Sweden,Kevin Wignall,3.79,89,3.897910092604276
7072,"Wonder Woman, Volume 1: Blood","Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",3.87,102,3.9184413012107986
7073,Loving Mr. Daniels,Brittainy C. Cherry,4.28,174,3.9626502846803566
7074,"King Henry IV, Part 1 (Wars of the Roses, #2)","William Shakespeare, David Scott Kastan",3.81,249,3.8883490383702566
7075,"Go Away, Big Green Monster!",Ed Emberley,4.21,174,3.950836063311384
7076,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)","Jinsei Kataoka, Kazuma Kondou",4.2,128,3.9254125816270022
7077,The Bloodletter's Daughter: A Novel of Old Bohemia,Linda Lafferty,3.75,184,3.8639722059243624
7078,Steel Magnolias (DPS Acting Edition),Robert Harling,4.24,192,3.958767966583551
7079,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.96,242,3.9152199117925948
7080,Icebound,"David Axton, Dean Koontz",3.73,235,3.8639279873826093
7081,"The Lives of Christopher Chant (Chrestomanci, #2)",Diana Wynne Jones,4.22,212,3.9672608493446866
7082,Fevre Dream,George R.R. Martin,3.85,206,3.8942633488729763
7083,Snowmen at Night,"Caralyn Buehner, Mark Buehner",4.23,184,3.9629240493605566
7084,"Hollywood Dirt (Hollywood Dirt, #1)",Alessandra Torre,4.12,153,3.935061336940379
7085,"Futures and Frosting (Chocolate Lovers, #2)",Tara Sivec,4.28,174,3.953789618653627
7086,"Common Sense, The Rights of Man and Other Essential Writings","Thomas Paine, Sidney Hook, Jack Fruchtman Jr.",4.12,242,3.9264692965918635
7087,The Good Luck of Right Now,Matthew Quick,3.61,174,3.878473957426425
7088,"The Miracle at Speedy Motors (No.1 Ladies' Detective Agency, #9)",Alexander McCall Smith,4.09,222,3.930412380048925
7089,"Goldfinger (James Bond, #7)",Ian Fleming,3.8,189,3.879074914585998
7090,"Nana (Les Rougon-Macquart, #9)",Émile Zola,3.84,179,3.9031981759307053
7091,"Rise of the Elgen (Michael Vey, #2)",Richard Paul Evans,4.29,126,3.934484636410172
7092,Cabal,Clive Barker,3.92,219,3.900962824657048
7093,The Abstinence Teacher,Tom Perrotta,3.24,256,3.79907907856479
7094,"No Man's Land (John Puller, #4)",David Baldacci,4.19,131,3.9301588351579406
7095,The Runelords (Runelords #1),David Farland,3.74,196,3.879689951713004
7096,The Other Typist,Suzanne Rindell,3.55,194,3.8715107913429434
7097,"Welcome to Shadowhunter Academy (Tales from the Shadowhunter Academy, #1)","Cassandra Clare, Sarah Rees Brennan",4.1,143,3.9353262907448103
7098,Alien,Alan Dean Foster,4.08,180,3.9370854080295574
7099,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",Robert Crais,4.2,156,3.943438809056804
7100,"Sempre (Sempre, #1)",J.M. Darhower,4.21,202,3.955449092485428
7101,"Magic Shifts (Kate Daniels, #8)",Ilona Andrews,4.47,176,3.9870362608144267
7102,Mariana,Susanna Kearsley,4.06,177,3.9236847274313766
7103,Going Solo,"Roald Dahl, Quentin Blake",4.04,220,3.9367401846337264
7104,"Clementine (Clementine, #1)","Sara Pennypacker, Marla Frazee",3.9,130,3.894235885325962
7105,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,3.78,206,3.879836457146799
7106,Old Possum's Book of Practical Cats,"T.S. Eliot, Edward Gorey",4.09,212,3.9406861168876013
7107,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",Philippa Gregory,3.89,173,3.9035079291676693
7108,The Pecan Man,Cassie Dandridge Selleck,4.07,188,3.9250290729683597
7109,"The Man Who Smiled (Kurt Wallander, #4)","Henning Mankell, Laurie Thompson",3.93,149,3.9100408339295925
7110,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",Ai Yazawa,4.11,136,3.952455580447168
7111,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Geoff Colvin,3.96,138,3.909290207496478
7112,One Silent Night (Dark-Hunter #15),Sherrilyn Kenyon,4.13,221,3.9460624281328815
7113,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,4.29,208,3.9729289638713587
7114,عابر سرير,"أحلام مستغانمي, Ahlam Mosteghanemi",3.64,134,3.876297101531315
7115,The Complete Phantom of the Opera,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",4.29,172,3.956679198803969
7116,"The Unusual Suspects (The Sisters Grimm, #2)","Michael Buckley, Peter Ferguson",4.22,179,3.9466028695229953
7117,Life Together: The Classic Exploration of Christian Community,Dietrich Bonhoeffer,4.29,110,3.9576976521294327
7118,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",Stephen R. Donaldson,4.01,228,3.9157972594920167
7119,"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,4.0,210,3.9197419841347965
7120,"The Dark Forest (Remembrance of Earth’s Past, #2)","Liu Cixin, Joel Martinsen",4.38,153,3.974812330715223
7121,"Blackout (Newsflesh Trilogy, #3)",Mira Grant,4.11,161,3.927247655664361
7122,"Cold Vengeance (Pendergast, #11)","Douglas Preston, Lincoln Child",4.09,228,3.9520111343766295
7123,The Eyes of Darkness,"Leigh Nichols, Dean Koontz",3.85,227,3.8951305908779985
7124,"Heir to the Shadows (The Black Jewels, #2)",Anne Bishop,4.33,174,3.972249339542647
7125,"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,4.09,165,3.9111107415019752
7126,"Guilty as Sin  (Deer Lake, #2)",Tami Hoag,4.1,159,3.9413255286661744
7127,"Kushiel's Scion (Imriel's Trilogy, #1)",Jacqueline Carey,4.19,189,3.941150427621856
7128,Chasm City,Alastair Reynolds,4.12,160,3.9324160863557465
7129,"The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",Martin Sixsmith,3.65,117,3.8762177449646247
7130,Let's Pretend This Never Happened (Dear Dumb Diary #1),Jim Benton,3.98,81,3.909155062667571
7131,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,4.19,133,3.9447325672295794
7132,"Treachery in Death (In Death, #32)","J.D. Robb, Nora Roberts",4.43,233,3.999587688772807
7133,Under the Wide and Starry Sky,Nancy Horan,3.57,213,3.843836417528606
7134,"Blood Rites (The Grey Wolves, #2)",Quinn Loftis,4.41,121,3.9472967651906608
7135,The Adventures of Augie March,"Saul Bellow, Christopher Hitchens",3.84,183,3.9064162550741637
7136,"Carter Reed (Carter Reed, #1)",Tijan,4.03,181,3.919501418161028
7137,"Man and Boy (Harry Silver, #1)",Tony Parsons,3.55,141,3.858788526861884
7138,The Memoirs of Cleopatra,Margaret George,4.17,201,3.9517970611327065
7139,"The Jefferson Key (Cotton Malone, #7)",Steve Berry,3.88,193,3.9034568415805775
7140,All My Puny Sorrows,Miriam Toews,3.93,164,3.9028619211058597
7141,Bittersweet,Miranda Beverly-Whittemore,3.44,188,3.8351365055489346
7142,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,4.0,132,3.9271639720663014
7143,"The Keep (Adversary Cycle, #1)",F. Paul Wilson,3.98,156,3.9142537458225006
7144,"Middle School: The Worst Years of My Life (Midde School, #1)","James Patterson, Chris Tebbetts, Laura Park",4.01,90,3.9035009687023594
7145,"Dawn (Xenogenesis, #1)",Octavia E. Butler,4.1,169,3.9195266290243884
7146,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",David A. Vise,3.81,80,3.8908333575677276
7147,Every Man Dies Alone,"Hans Fallada, Michael Hofmann, Geoff Wilkes",4.21,130,3.9278159814871465
7148,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,3.96,135,3.9022407667776227
7149,"Forever Peace (The Forever War, #2)",Joe Haldeman,3.73,209,3.875777211935944
7150,"Betrayal in Death (In Death, #12)","J.D. Robb, Nora Roberts",4.31,245,3.9729301063233056
7151,Man and His Symbols,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",4.18,189,3.9608685317626575
7152,"Pillar of Light (The Work and the Glory, #1)",Gerald N. Lund,4.28,183,3.9350233114814106
7153,"The Cloud Searchers (Amulet, #3)",Kazu Kibuishi,4.36,104,3.9575000237815208
7154,Lily and the Octopus,Steven  Rowley,3.74,159,3.889059419504672
7155,In the Lake of the Woods,Tim O'Brien,3.78,198,3.896551752552135
7156,"Tempt Me at Twilight (The Hathaways, #3)","Lisa Kleypas, Rosalyn Landor",4.18,170,3.9440252392376562
7157,"Tiger's Destiny (The Tiger Saga, #4)",Colleen Houck,4.41,161,3.9607971971539606
7158,Back Spin (Myron Bolitar #4),Harlan Coben,3.96,238,3.9269669890309578
7159,"This Heart of Mine (Chicago Stars, #5)",Susan Elizabeth Phillips,4.12,185,3.927061657176157
7160,"Elixir (Covenant, #3.5)",Jennifer L. Armentrout,4.41,220,3.995299064873675
7161,Apple Tree Yard,Louise Doughty,3.71,128,3.88337329400184
7162,The Ice Limit (Ice Limit #1),"Douglas Preston, Lincoln Child",3.97,211,3.9190809175178662
7163,"Twisted (Tangled, #2)",Emma Chase,4.04,222,3.924707466692296
7164,"Heartless (Parasol Protectorate, #4)",Gail Carriger,4.07,196,3.9320041274014437
7165,"When Calls the Heart (Canadian West, #1)",Janette Oke,4.19,102,3.925459939594952
7166,Big Girl Panties,Stephanie Evanovich,3.44,169,3.8372617509394558
7167,Saving Grace,Julie Garwood,4.25,180,3.946642123459977
7168,"Married By Morning (The Hathaways, #4)",Lisa Kleypas,4.14,174,3.9257308429023166
7169,Pnin,"Vladimir Nabokov, David Lodge",3.9,192,3.9004716756850595
7170,"Being a Green Mother (Incarnations of Immortality, #5)",Piers Anthony,3.95,223,3.896969486597739
7171,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",Cornelia Funke,4.17,151,3.9199408702340626
7172,The Overcoat,Nikolai Gogol,4.12,142,3.944352477155417
7173,Musashi,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",4.43,136,3.966130274665811
7174,"Finally (Willow Falls, #2)",Wendy Mass,4.19,93,3.9367134850723375
7175,Ford County,John Grisham,3.56,200,3.8619265960607168
7176,The Monk,Matthew      Lewis,3.8,155,3.8924715648488033
7177,"Gathering Prey (Lucas Davenport, #25)",John Sandford,4.18,170,3.9240296826946657
7178,Songs of Willow Frost,Jamie Ford,3.64,218,3.871570679069304
7179,"Jar City (Inspector Erlendur, #3)","Arnaldur Indriðason, Bernard Scudder",3.8,153,3.900560474418816
7180,"The Vanished Man (Lincoln Rhyme, #5)",Jeffery Deaver,4.08,194,3.9464580372135685
7181,One for the Murphys,Lynda Mullaly Hunt,4.31,106,3.942795056007624
7182,"Fresh Wind, Fresh Fire: What Happens When God's Spirit Invades the Heart of His People","Jim Cymbala, Dean Merrill",4.24,107,3.926526280231964
7183,"The Madman’s Daughter (The Madman’s Daughter, #1)",Megan Shepherd,3.69,139,3.885861654318659
7184,"Second Honeymoon (Honeymoon, #2)","James Patterson, Howard Roughan",3.89,184,3.910882709479299
7185,"Hero (Hero, #1)",Samantha Young,4.1,177,3.934736079380098
7186,Brain Droppings,George Carlin,4.11,191,3.952904018480717
7187,Last Chance to See,"Douglas Adams, Mark Carwardine",4.33,188,3.9571857637525447
7188,"Swindle (Swindle, #1)",Gordon Korman,3.94,106,3.914030382136832
7189,Relish: My Life in the Kitchen,Lucy Knisley,3.89,89,3.9231208386847927
7190,What I Thought Was True,Huntley Fitzpatrick,3.71,147,3.909151872630609
7191,Pretty Little Liars (TV Series),Lambert M. Surhone,4.46,63,3.9424252236327573
7192,"Ruthless (Pretty Little Liars, #10)",Sara Shepard,3.93,155,3.9014583094005895
7193,The Secret Life of Violet Grant,Beatriz Williams,3.97,177,3.9067393211100034
7194,"Wicked Ties (Wicked Lovers, #1)",Shayla Black,3.97,112,3.902822317219382
7195,"Charlie Bone and the Beast (The Children of the Red King, #6)",Jenny Nimmo,3.93,197,3.9153541570773305
7196,The Baller: A Down and Dirty Football Novel,Vi Keeland,4.13,113,3.9392385993525147
7197,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",Brian Staveley,4.16,173,3.9345431763412453
7198,Existentialism Is a Humanism,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",3.96,118,3.9032714168856253
7199,My Life on the Road,Gloria Steinem,4.08,161,3.933957563962281
7200,Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,Scott Belsky,3.94,61,3.903663321149285
7201,"Sweet Little Lies (L.A. Candy, #2)",Lauren Conrad,3.53,122,3.859799800769874
7202,"Remy (Real, #3)",Katy Evans,4.31,195,3.9457698542446065
7203,"Rock Chick Revenge (Rock Chick, #5)",Kristen Ashley,4.5,236,4.003118887624519
7204,The Little Match Girl,"Hans Christian Andersen, Rachel Isadora",4.08,221,3.9346444591041227
7205,The Places in Between,Rory Stewart,3.88,157,3.90983121254962
7206,"Stars of Fortune (The Guardians Trilogy, #1)",Nora Roberts,4.0,118,3.91944641496003
7207,I Suck at Girls,Justin Halpern,3.79,145,3.9044874975798742
7208,"Cat Among the Pigeons (Hercule Poirot, #32)",Agatha Christie,3.82,234,3.8793871742505885
7209,Paris,Edward Rutherfurd,3.95,165,3.926720642639268
7210,The Necklace and Other Short Stories,Guy de Maupassant,3.94,212,3.9277578686652355
7211,Void Moon,Michael Connelly,3.95,237,3.9128041208936764
7212,Captains Courageous,Rudyard Kipling,3.88,247,3.905007553102086
7213,"Shadow Prey (Lucas Davenport, #2)",John Sandford,3.99,211,3.9305809534554785
7214,Violin,Anne Rice,3.26,252,3.7985179644924996
7215,The Forgetting Time,Sharon Guskin,3.79,196,3.88768239522096
7216,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.25,139,3.9374041389696104
7217,"Death Note, Vol. 3: Hard Run (Death Note, #3)","Tsugumi Ohba, Takeshi Obata",4.42,146,3.9739254169815332
7218,"The Lost Stories (Ranger's Apprentice, #11)",John Flanagan,4.27,172,3.9699898547235133
7219,"Deep Down (Jack Reacher, #16.5)",Lee Child,3.87,185,3.913145301796387
7220,Saving June,Hannah Harrington,3.97,110,3.9251470824944645
7221,"Eeny Meeny (Helen Grace, #1)",M.J. Arlidge,3.88,114,3.894473677310212
7222,"Of Triton (The Syrena Legacy, #2)",Anna Banks,4.0,179,3.9223256680222227
7223,What the Night Knows,Dean Koontz,3.74,221,3.90752678266082
7224,"Knight & Play (Knight, #1)",Kitty French,4.04,184,3.9116156860973446
7225,"Queen of Fire (Raven's Shadow, #3)",Anthony  Ryan,3.64,193,3.8670481908851726
7226,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)",Stephen R. Donaldson,3.96,227,3.8986834935995223
7227,Darkness Visible: A Memoir of Madness,William Styron,4.04,177,3.9332625657869356
7228,In the Shadow of the Banyan,Vaddey Ratner,4.04,210,3.9190227149123262
7229,Dead End in Norvelt,Jack Gantos,3.72,140,3.8882203139760714
7230,"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,3.87,194,3.91153116535153
7231,Self-Reliance and Other Essays,Ralph Waldo Emerson,4.14,210,3.9427585992538354
7232,Crash,J.G. Ballard,3.58,186,3.8451418286925323
7233,How to Talk So Kids Will Listen & Listen So Kids Will Talk,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",4.24,160,3.9480842203555975
7234,Fiddler on the Roof,"Joseph Stein, Jerry Bock, Sheldon Harnick",4.2,210,3.966494483595344
7235,"Afterburn (Jax & Gia, #1)",Sylvia Day,3.97,101,3.905109873208934
7236,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",Sydney Taylor,4.23,197,3.968356407857843
7237,Influx,Daniel Suarez,3.91,136,3.9137106134943456
7238,"Ilse Witch (Voyage of the Jerle Shannara, #1)",Terry Brooks,3.95,210,3.8974446382382273
7239,Personal History,Katharine Graham,4.13,171,3.9411065496504163
7240,"The Dry (Aaron Falk, #1)",Jane Harper,4.07,142,3.9383024128734836
7241,Full House (Full #1),"Janet Evanovich, Charlotte Hughes",3.63,207,3.850369264429185
7242,The Broken Wings,"Kahlil Gibran, Anthony R. Ferris",3.93,115,3.9123116502297597
7243,"Two Graves (Pendergast, #12)","Douglas Preston, Lincoln Child",4.03,209,3.9225633632351595
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,4.12,226,3.912833165428861
7245,A Bridge Too Far,Cornelius Ryan,4.24,153,3.9493116931992853
7246,Loser,Jerry Spinelli,3.72,161,3.897425841006939
7247,"Sepulchre (Languedoc, #2)",Kate Mosse,3.73,168,3.8846082329916247
7248,"Kill the Dead (Sandman Slim, #2)",Richard Kadrey,4.06,167,3.930540548164928
7249,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,3.92,105,3.909295324471024
